heart_rate,spo2,temperature,respiratory_rate,systolic_bp,risk_score_2h,condition_2h,risk_score_6h,condition_6h,risk_score_12h,condition_12h,risk_score_24h,condition_24h
94.9,99.9,37.2,18.0,96.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
38.1,75.5,35.3,20.2,169.0,0.2838,Risk of bradycardia,0.3282,Risk of bradycardia,0.3948,Risk of bradycardia,0.528,Risk of bradycardia
79.0,93.6,38.0,16.0,114.3,0.0249,No significant risk,0.0282,No significant risk,0.0332,No significant risk,0.0432,No significant risk
91.8,98.5,36.3,12.7,124.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
67.8,97.7,35.9,16.1,146.3,0.019,Risk of hypertension,0.0193,Risk of hypertension,0.0196,Risk of hypertension,0.0204,Risk of hypertension
91.5,94.4,36.2,23.8,111.6,0.0034,No significant risk,0.004,No significant risk,0.0049,No significant risk,0.0068,No significant risk
63.7,79.5,33.2,24.9,114.8,0.1577,Risk of hypoxia,0.1788,Risk of hypoxia,0.2104,Risk of hypoxia,0.2737,Risk of hypoxia
94.2,95.3,34.3,31.2,169.8,0.1188,Risk of hypothermia,0.1222,Risk of hypothermia,0.1273,Risk of hypothermia,0.1376,Risk of hypothermia
140.6,91.0,37.4,9.8,69.4,0.1882,Risk of tachycardia,0.2247,Risk of tachycardia,0.2795,Risk of tachycardia,0.389,Risk of tachycardia
112.1,91.7,36.4,9.4,81.9,0.074,Risk of hypotension,0.0869,Risk of hypotension,0.1063,Risk of hypoxia,0.1452,Risk of tachycardia
78.0,93.2,36.7,10.9,122.8,0.0099,No significant risk,0.0117,No significant risk,0.0144,No significant risk,0.0198,No significant risk
91.9,96.6,36.6,12.1,93.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
81.2,95.6,36.2,19.7,140.9,0.0023,Risk of hypertension,0.0023,Risk of hypertension,0.0023,Risk of hypertension,0.0023,Risk of hypertension
40.0,85.1,33.7,13.0,198.2,0.3364,Risk of bradycardia,0.3722,Risk of bradycardia,0.426,Risk of bradycardia,0.5335,Risk of bradycardia
80.0,98.1,36.9,16.5,90.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
83.7,92.5,36.4,10.5,90.1,0.0136,No significant risk,0.0161,No significant risk,0.0198,No significant risk,0.0272,Risk of hypoxia
58.6,95.4,37.2,21.2,98.0,0.0053,No significant risk,0.0068,No significant risk,0.009,No significant risk,0.0134,No significant risk
64.2,98.2,36.9,12.3,136.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
81.7,98.5,37.1,17.7,130.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
103.0,92.5,37.7,17.7,138.1,0.0293,No significant risk,0.0352,No significant risk,0.0439,No significant risk,0.0615,Risk of hypoxia
91.8,95.2,37.3,11.1,88.9,0.0036,Risk of hypotension,0.0036,Risk of hypotension,0.0036,Risk of hypotension,0.0036,Risk of hypotension
66.4,99.4,36.3,19.8,106.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.6,98.3,36.6,16.4,126.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
99.9,99.9,36.8,13.6,124.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.2,96.3,36.6,18.9,126.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.2,82.3,35.6,34.6,70.4,0.1458,Risk of hypoxia,0.1593,Risk of hypoxia,0.1797,Risk of hypoxia,0.2203,Risk of hypoxia
107.3,84.2,38.1,20.1,182.9,0.2046,Risk of hypoxia,0.2236,Risk of hypoxia,0.252,Risk of hypoxia,0.3089,Risk of hypoxia
87.7,80.8,37.1,32.5,93.4,0.078,Risk of hypoxia,0.0922,Risk of hypoxia,0.1135,Risk of hypoxia,0.1561,Risk of hypoxia
91.1,96.4,35.8,20.0,144.1,0.0147,Risk of hypertension,0.015,Risk of hypertension,0.0155,Risk of hypertension,0.0165,Risk of hypertension
69.5,99.9,36.3,18.8,114.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
94.8,97.2,36.7,14.9,119.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
75.6,99.8,36.4,17.3,106.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
51.4,95.4,36.2,12.8,74.9,0.0837,Risk of bradycardia,0.0929,Risk of bradycardia,0.1067,Risk of bradycardia,0.1344,Risk of bradycardia
80.8,96.7,37.0,15.4,102.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
95.9,93.0,35.9,10.5,132.9,0.0131,No significant risk,0.0153,No significant risk,0.0185,No significant risk,0.025,No significant risk
80.9,97.1,37.5,18.2,141.4,0.0041,Risk of hypertension,0.0042,Risk of hypertension,0.0042,Risk of hypertension,0.0044,Risk of hypertension
64.5,96.3,36.2,16.2,136.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
64.9,97.3,37.1,14.5,115.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.9,99.9,37.2,12.0,137.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.4,94.7,36.8,16.8,128.3,0.0169,No significant risk,0.0223,No significant risk,0.0304,No significant risk,0.0466,No significant risk
61.2,96.5,36.9,13.6,123.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
46.7,89.1,36.1,31.2,88.9,0.0872,Risk of bradycardia,0.1072,Risk of bradycardia,0.1373,Risk of bradycardia,0.1973,Risk of bradycardia
104.5,97.7,37.2,17.0,125.2,0.0107,No significant risk,0.0143,No significant risk,0.0197,No significant risk,0.0304,No significant risk
106.3,75.6,39.5,26.0,156.3,0.2338,Risk of hypoxia,0.2662,Risk of hypoxia,0.315,Risk of hypoxia,0.4124,Risk of hypoxia
86.4,97.0,36.8,12.9,122.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
41.0,95.5,35.8,31.3,170.6,0.1539,Risk of bradycardia,0.1744,Risk of bradycardia,0.2052,Risk of bradycardia,0.2668,Risk of bradycardia
98.0,97.3,36.5,14.6,128.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
130.3,91.8,36.0,29.7,81.2,0.1198,Risk of tachycardia,0.1473,Risk of tachycardia,0.1885,Risk of tachycardia,0.2709,Risk of tachycardia
50.4,93.9,36.4,15.5,130.2,0.043,Risk of bradycardia,0.0543,Risk of bradycardia,0.0713,Risk of bradycardia,0.1053,Risk of bradycardia
79.2,93.4,36.4,13.2,89.8,0.0095,Risk of hypotension,0.011,Risk of hypotension,0.0134,Risk of hypotension,0.0181,Risk of hypotension
93.4,95.7,36.7,15.3,141.1,0.0028,Risk of hypertension,0.0028,Risk of hypertension,0.0028,Risk of hypertension,0.0028,Risk of hypertension
81.1,92.2,36.4,15.3,110.9,0.0157,No significant risk,0.0185,No significant risk,0.0228,No significant risk,0.0313,Risk of hypoxia
84.7,95.6,37.4,21.4,131.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
37.3,79.1,33.1,24.8,186.2,0.3675,Risk of bradycardia,0.4135,Risk of bradycardia,0.4825,Risk of bradycardia,0.6206,Risk of bradycardia
97.1,95.3,37.1,14.8,95.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
66.7,93.7,36.3,21.2,120.0,0.0071,No significant risk,0.0084,No significant risk,0.0103,No significant risk,0.0142,No significant risk
89.7,96.3,36.2,15.8,92.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
87.2,95.9,36.7,17.7,95.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
66.7,97.8,36.7,21.3,120.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.3,99.8,36.8,18.6,134.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
68.5,98.1,36.6,18.7,135.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.4,96.7,36.2,21.5,112.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
56.2,95.7,36.6,18.2,95.9,0.0147,No significant risk,0.0187,No significant risk,0.0248,No significant risk,0.0369,Risk of bradycardia
142.8,79.6,33.7,6.7,151.7,0.2776,Risk of tachycardia,0.3319,Risk of tachycardia,0.4135,Risk of tachycardia,0.5767,Risk of tachycardia
85.5,93.4,36.5,18.3,117.3,0.0088,No significant risk,0.0105,No significant risk,0.0129,No significant risk,0.0177,No significant risk
52.1,89.6,35.8,18.4,161.9,0.1195,Risk of hypoxia,0.1338,Risk of bradycardia,0.1551,Risk of bradycardia,0.1977,Risk of bradycardia
114.4,92.8,35.8,20.1,122.6,0.0531,No significant risk,0.0674,No significant risk,0.0888,Risk of tachycardia,0.1315,Risk of tachycardia
63.2,95.4,37.1,13.5,106.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.2,95.3,36.7,12.5,130.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
81.6,99.4,36.8,16.3,106.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
93.5,98.0,37.2,17.8,132.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
53.9,95.4,37.9,12.5,129.9,0.0375,No significant risk,0.0455,No significant risk,0.0577,Risk of bradycardia,0.0819,Risk of bradycardia
81.4,95.5,36.6,18.0,107.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
101.7,97.6,36.1,15.6,94.9,0.0041,No significant risk,0.0055,No significant risk,0.0075,No significant risk,0.0116,No significant risk
150.9,86.3,38.9,21.1,149.2,0.242,Risk of tachycardia,0.2969,Risk of tachycardia,0.3793,Risk of tachycardia,0.5441,Risk of tachycardia
90.2,95.6,37.0,18.3,125.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.1,96.3,36.5,12.7,136.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.9,94.4,36.6,18.4,118.5,0.0034,No significant risk,0.004,No significant risk,0.0049,No significant risk,0.0068,No significant risk
97.1,95.8,39.0,12.0,190.6,0.1782,Possible fever development,0.184,Possible fever development,0.1928,Possible fever development,0.2103,Possible fever development
92.7,96.9,37.1,18.9,130.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.1,76.7,35.8,11.0,158.8,0.1524,Risk of hypoxia,0.171,Risk of hypoxia,0.199,Risk of hypoxia,0.255,Risk of hypoxia
113.4,95.8,37.6,11.9,141.0,0.0368,Risk of hypertension,0.0477,Risk of hypertension,0.0641,Risk of hypertension,0.097,Risk of tachycardia
95.9,87.7,38.4,11.1,132.8,0.0701,Risk of hypoxia,0.0808,Risk of hypoxia,0.0968,Risk of hypoxia,0.1289,Risk of hypoxia
59.5,94.2,35.7,10.4,93.8,0.0148,No significant risk,0.0168,No significant risk,0.0197,No significant risk,0.0257,No significant risk
103.7,95.3,36.0,15.0,133.3,0.0089,No significant risk,0.0118,No significant risk,0.0162,No significant risk,0.0251,No significant risk
56.9,95.8,36.0,18.7,127.3,0.0121,No significant risk,0.0155,No significant risk,0.0205,No significant risk,0.0305,No significant risk
62.5,98.9,36.6,12.5,139.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
87.8,99.9,36.4,13.1,96.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
56.6,96.2,35.7,17.1,149.8,0.0467,Risk of hypertension,0.051,Risk of hypertension,0.0576,Risk of hypertension,0.0706,Risk of bradycardia
111.9,81.4,37.4,21.3,122.5,0.1032,Risk of hypoxia,0.1263,Risk of hypoxia,0.1609,Risk of hypoxia,0.2302,Risk of tachycardia
95.5,97.2,36.3,14.9,110.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
126.7,91.2,33.1,18.1,130.0,0.1612,Risk of tachycardia,0.1923,Risk of tachycardia,0.2389,Risk of tachycardia,0.332,Risk of tachycardia
70.4,98.8,36.3,16.3,100.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.6,99.9,37.0,19.7,114.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
81.9,97.3,37.0,12.8,114.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.0,98.7,36.6,15.0,109.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
101.0,97.4,37.9,21.0,105.5,0.0162,No significant risk,0.0186,No significant risk,0.0221,No significant risk,0.0292,No significant risk
78.4,93.5,37.6,10.5,143.6,0.0207,Risk of hypertension,0.0226,Risk of hypertension,0.0254,Risk of hypertension,0.0311,Risk of hypertension
91.4,96.0,37.7,18.9,124.9,0.0084,No significant risk,0.0094,No significant risk,0.0108,No significant risk,0.0136,No significant risk
80.7,95.8,36.9,16.1,124.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
63.4,98.6,36.2,12.6,90.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
127.2,82.4,35.1,16.1,169.6,0.2324,Risk of tachycardia,0.2686,Risk of tachycardia,0.3229,Risk of tachycardia,0.4314,Risk of tachycardia
62.0,93.0,35.7,19.2,134.7,0.0174,No significant risk,0.0198,No significant risk,0.0235,No significant risk,0.0309,No significant risk
60.8,95.4,37.2,14.4,128.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.8,93.2,35.8,18.6,135.4,0.0148,No significant risk,0.017,No significant risk,0.0202,No significant risk,0.0267,No significant risk
84.5,92.3,37.9,21.2,104.0,0.03,No significant risk,0.0344,No significant risk,0.0411,No significant risk,0.0544,Risk of hypoxia
110.2,87.2,38.2,29.5,153.6,0.1274,Risk of hypoxia,0.1463,Risk of hypoxia,0.1746,Risk of hypoxia,0.2313,Risk of tachycardia
73.5,99.6,36.3,15.0,111.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
89.8,97.7,36.1,11.7,97.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
115.7,81.0,38.7,31.0,179.3,0.2557,Risk of hypoxia,0.2872,Risk of hypoxia,0.3343,Risk of tachycardia,0.4286,Risk of tachycardia
66.5,90.9,36.2,30.4,163.3,0.0812,Risk of hypertension,0.0853,Risk of hypoxia,0.0915,Risk of hypoxia,0.104,Risk of hypoxia
117.0,78.7,36.8,34.6,191.5,0.2592,Risk of hypoxia,0.2891,Risk of hypoxia,0.3339,Risk of tachycardia,0.4236,Risk of tachycardia
66.6,95.7,36.9,18.5,100.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
104.6,96.4,36.9,18.3,118.0,0.0111,No significant risk,0.0149,No significant risk,0.0204,No significant risk,0.0316,No significant risk
82.6,98.4,37.1,17.1,128.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
78.5,95.0,36.4,17.8,139.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.1,99.0,36.3,16.4,126.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
62.2,94.1,37.5,17.8,85.3,0.0203,Risk of hypotension,0.0212,Risk of hypotension,0.0225,Risk of hypotension,0.0251,Risk of hypotension
39.4,90.7,34.4,33.8,114.7,0.1446,Risk of bradycardia,0.1741,Risk of bradycardia,0.2183,Risk of bradycardia,0.3067,Risk of bradycardia
59.7,93.8,37.7,23.9,108.9,0.0144,No significant risk,0.0167,No significant risk,0.0201,No significant risk,0.027,No significant risk
96.9,97.3,37.0,15.5,111.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
50.2,95.7,36.4,21.1,91.0,0.0379,Risk of bradycardia,0.0483,Risk of bradycardia,0.064,Risk of bradycardia,0.0953,Risk of bradycardia
81.3,95.9,35.7,18.1,121.5,0.0088,No significant risk,0.0095,No significant risk,0.0105,No significant risk,0.0125,No significant risk
89.2,96.1,37.5,13.8,138.6,0.0004,No significant risk,0.0005,No significant risk,0.0006,No significant risk,0.0007,No significant risk
55.0,92.4,36.3,21.0,131.0,0.0339,No significant risk,0.0418,No significant risk,0.0538,No significant risk,0.0777,Risk of bradycardia
99.7,84.2,34.0,15.5,123.6,0.1103,Risk of hypoxia,0.125,Risk of hypoxia,0.147,Risk of hypoxia,0.1911,Risk of hypoxia
68.8,98.0,36.9,20.0,136.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
77.4,95.8,37.5,11.7,111.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
83.0,87.0,37.1,11.3,113.9,0.0439,Risk of hypoxia,0.0519,Risk of hypoxia,0.0639,Risk of hypoxia,0.0879,Risk of hypoxia
51.7,92.1,37.6,13.8,118.7,0.0506,No significant risk,0.0626,Risk of bradycardia,0.0806,Risk of bradycardia,0.1167,Risk of bradycardia
97.6,96.3,36.6,19.0,132.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
92.1,97.3,36.6,13.1,94.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
97.1,84.2,38.1,28.2,86.5,0.0928,Risk of hypoxia,0.1061,Risk of hypoxia,0.1259,Risk of hypoxia,0.1657,Risk of hypoxia
58.8,96.5,37.1,23.4,89.5,0.0064,Risk of hypotension,0.0077,Risk of hypotension,0.0096,Risk of hypotension,0.0134,Risk of hypotension
71.3,96.3,36.4,19.3,102.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
90.4,97.2,37.0,12.5,114.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
62.5,99.5,36.3,16.3,110.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.5,92.1,37.2,23.5,121.4,0.0362,No significant risk,0.0458,No significant risk,0.0603,No significant risk,0.0893,Risk of hypoxia
41.5,83.8,34.8,27.2,197.5,0.3074,Risk of bradycardia,0.3406,Risk of bradycardia,0.3905,Risk of bradycardia,0.4903,Risk of bradycardia
86.2,96.0,36.7,15.7,138.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.7,92.7,35.9,13.2,101.3,0.0159,No significant risk,0.0185,No significant risk,0.0223,No significant risk,0.03,Risk of hypoxia
105.2,86.0,33.8,30.9,162.6,0.1755,Risk of hypoxia,0.193,Risk of hypoxia,0.2193,Risk of hypoxia,0.2719,Risk of hypoxia
88.3,97.7,36.2,15.7,114.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
97.8,99.2,36.8,15.7,110.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.5,92.4,36.8,21.3,114.9,0.0144,No significant risk,0.0171,No significant risk,0.021,No significant risk,0.0289,Risk of hypoxia
91.5,96.0,36.4,13.3,106.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
99.9,79.3,39.1,31.5,182.5,0.2508,Risk of hypoxia,0.273,Risk of hypoxia,0.3065,Risk of hypoxia,0.3733,Risk of hypoxia
78.0,99.9,36.9,12.2,93.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
109.1,95.2,36.7,11.5,127.7,0.0218,No significant risk,0.0291,No significant risk,0.04,No significant risk,0.0619,Risk of tachycardia
82.6,91.3,39.8,11.9,135.6,0.1,Possible fever development,0.1127,Possible fever development,0.1318,Risk of hypoxia,0.1699,Risk of hypoxia
91.7,97.9,36.8,18.4,109.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
101.6,78.3,37.9,29.0,107.8,0.1088,Risk of hypoxia,0.1283,Risk of hypoxia,0.1575,Risk of hypoxia,0.2159,Risk of hypoxia
148.3,80.8,39.9,10.1,92.3,0.2781,Risk of tachycardia,0.3405,Risk of tachycardia,0.434,Risk of tachycardia,0.621,Risk of tachycardia
