heart_rate,spo2,temperature,respiratory_rate,systolic_bp,sleep_hours,stress_level,activity_level,risk_level
76.2,95.0,36.5,18.1,130.2,8.0,4.3,1.6,low
103.6,98.5,37.1,14.2,127.7,11.3,8.2,5.7,moderate
109.9,94.7,36.4,22.4,152.9,2.1,8.3,8.0,critical
68.2,95.1,36.6,16.8,105.1,9.4,0.3,6.6,low
105.9,97.3,36.8,22.3,148.0,5.0,9.4,8.2,high
72.0,98.0,35.8,19.2,114.3,6.6,2.3,6.1,low
86.5,96.0,36.1,14.1,119.2,10.2,4.8,3.5,low
83.5,99.4,36.7,18.2,154.3,6.8,8.4,2.2,moderate
97.0,99.8,36.6,19.1,106.2,6.6,3.0,9.3,low
95.4,96.3,37.2,17.8,145.8,8.6,9.7,5.6,low
94.8,95.7,35.9,23.8,151.1,8.1,9.4,6.6,moderate
79.3,96.4,36.2,21.2,109.7,8.1,3.7,2.6,low
71.2,96.3,36.0,15.1,121.8,8.6,0.7,4.0,low
89.9,97.3,36.9,13.2,143.3,4.3,5.0,7.3,low
92.8,96.0,36.5,17.1,123.7,9.5,5.3,6.8,low
87.5,96.6,36.8,15.8,134.6,10.4,4.3,3.8,low
72.7,96.8,37.4,13.9,135.7,7.1,3.1,5.7,low
85.5,95.6,37.5,25.4,159.7,10.1,9.5,4.0,moderate
98.5,93.5,36.2,17.7,93.0,8.9,1.2,9.4,low
91.8,97.8,36.7,16.1,116.5,3.6,1.7,4.2,low
69.7,97.7,36.4,15.5,120.9,3.0,0.2,6.6,low
85.5,97.1,36.5,17.8,134.4,2.4,5.7,3.9,moderate
79.6,96.3,36.1,24.3,117.1,7.9,4.0,9.7,low
82.8,97.9,36.8,13.9,111.5,7.5,0.5,4.3,low
76.7,95.8,37.4,18.0,145.7,10.2,9.3,1.0,low
68.4,94.5,36.7,20.0,123.8,6.4,3.3,3.9,low
66.9,94.3,37.4,13.4,138.8,9.6,1.5,1.5,low
76.7,95.0,36.4,13.5,126.7,3.9,6.4,2.6,moderate
87.5,99.4,37.2,17.2,156.4,8.7,8.3,6.7,moderate
87.9,97.3,37.5,20.8,129.7,4.7,0.8,9.9,low
62.6,95.4,37.3,17.8,138.3,6.7,6.2,4.1,low
94.4,95.1,36.5,16.5,146.7,7.6,7.8,0.2,low
70.5,98.8,37.1,21.1,139.5,10.7,1.0,1.3,low
84.2,95.5,37.0,12.8,129.1,7.8,4.3,2.8,low
98.1,97.7,36.7,12.1,132.3,8.3,7.5,2.2,low
80.3,94.9,37.6,12.2,122.3,6.7,0.1,0.8,low
120.8,99.6,36.4,23.0,132.3,5.0,6.6,9.7,high
87.9,97.9,36.7,20.9,122.7,5.4,9.2,4.1,moderate
114.2,98.9,36.9,22.6,151.8,9.0,9.0,7.9,high
68.3,95.2,37.3,18.9,148.9,8.3,5.9,0.2,low
67.4,97.6,37.4,14.0,115.5,5.4,1.3,0.9,low
97.4,99.3,36.9,19.9,151.4,2.0,7.1,3.6,high
89.2,93.8,35.9,14.2,116.6,7.1,0.9,5.5,low
97.9,98.4,35.4,26.6,132.2,3.0,1.8,9.9,moderate
87.1,99.3,36.2,14.8,109.0,5.3,3.1,4.0,low
88.0,98.1,37.0,23.2,131.6,7.8,6.9,7.0,low
70.4,93.5,37.1,17.0,116.4,8.2,1.9,0.3,low
72.6,99.2,37.8,16.6,109.2,11.6,1.1,4.8,low
94.7,97.0,36.2,12.8,130.0,7.4,2.3,6.4,low
84.0,99.6,36.0,13.3,123.2,10.1,5.8,7.3,low
74.1,96.7,37.0,19.6,138.1,9.0,5.6,3.6,low
76.1,98.4,36.8,17.0,131.3,6.0,7.6,4.5,moderate
96.7,96.0,36.4,20.8,123.4,7.8,9.7,3.8,low
82.8,92.5,35.9,17.5,143.4,6.0,1.2,8.8,moderate
85.8,97.5,37.8,16.6,98.4,8.5,0.6,8.1,low
89.9,98.0,36.2,22.5,134.3,5.4,1.3,3.9,low
80.7,99.8,36.7,14.4,122.2,10.7,5.8,3.5,low
83.1,100.0,35.9,17.5,138.0,5.0,1.4,1.5,low
86.0,97.9,36.2,18.7,126.7,10.3,0.8,4.8,low
74.7,98.4,36.7,16.6,155.0,2.4,4.1,5.2,moderate
91.6,98.7,37.0,17.3,131.9,10.1,9.5,0.2,low
118.8,93.4,36.4,20.4,134.9,2.5,6.0,9.0,high
102.7,95.9,37.6,19.9,154.5,10.2,8.3,5.9,high
101.4,100.0,37.0,22.9,104.7,8.0,4.1,9.6,moderate
89.0,98.1,35.8,16.4,112.9,7.7,1.8,0.6,low
77.3,96.0,36.0,15.6,113.3,6.4,1.6,1.8,low
73.0,97.4,36.2,16.0,121.5,7.1,4.8,3.8,low
86.6,97.4,36.3,18.5,144.3,7.7,8.8,5.6,low
75.7,97.2,37.1,19.8,136.5,11.5,8.4,3.0,low
64.9,99.3,37.3,15.1,88.8,7.5,0.8,0.0,low
76.1,98.0,36.1,19.4,103.3,6.2,0.2,3.4,low
83.2,97.5,37.6,21.4,127.5,3.0,1.8,8.0,low
86.8,96.3,36.4,18.9,110.8,2.7,2.8,3.5,low
65.9,98.9,36.2,23.1,99.0,11.8,1.8,8.0,low
105.1,95.4,36.8,19.2,111.7,10.3,8.0,8.7,moderate
110.9,95.1,37.9,19.2,135.7,7.2,10.0,1.4,moderate
86.4,93.5,36.0,16.8,150.8,8.7,4.8,4.2,low
64.8,96.7,36.5,17.8,137.4,7.7,2.1,7.4,low
92.5,98.7,36.7,25.5,128.5,4.6,6.9,5.7,moderate
73.8,93.3,36.7,18.9,127.4,6.2,6.0,5.1,low
87.3,100.0,36.9,9.1,124.6,3.7,4.7,0.9,moderate
101.9,97.4,37.4,20.1,168.5,2.2,8.6,5.8,critical
89.9,95.4,36.7,17.9,151.1,9.5,9.1,5.7,moderate
56.7,97.1,36.0,13.9,109.0,7.9,4.3,6.2,low
104.0,99.4,36.9,22.1,161.6,6.0,8.1,0.1,high
127.9,93.6,37.5,27.3,143.2,8.8,9.3,10.0,high
76.3,99.3,36.0,18.5,131.3,4.6,2.2,1.4,low
82.9,97.1,36.7,15.5,124.7,5.1,4.1,2.1,low
87.3,97.8,37.1,16.2,142.3,9.8,7.7,6.9,low
94.2,100.0,36.1,14.0,133.2,4.1,5.0,3.1,low
76.1,97.2,37.3,13.9,101.9,6.1,2.7,2.0,low
70.6,95.4,36.0,18.0,132.1,2.6,4.9,1.1,low
99.9,97.1,37.1,23.2,127.9,5.0,8.6,8.6,moderate
94.6,96.3,36.4,18.6,132.5,7.0,6.5,5.1,low
114.5,98.6,37.5,20.1,158.5,3.4,9.5,3.3,critical
76.7,96.9,36.8,18.0,128.9,9.4,6.8,2.5,low
95.8,96.3,36.3,20.1,142.0,6.8,8.5,3.8,low
103.4,97.4,37.0,22.2,132.7,8.0,4.6,8.3,moderate
93.8,95.0,37.0,20.9,126.1,5.6,8.8,7.3,moderate
106.6,96.0,37.7,21.9,149.0,4.5,9.4,3.0,high
47.8,98.9,36.6,19.1,106.3,5.7,3.6,3.4,moderate
75.2,99.0,37.5,11.1,98.6,11.8,2.5,0.7,low
74.7,100.0,35.8,17.5,121.0,9.9,2.0,8.2,low
120.0,97.1,36.6,21.5,123.9,5.2,6.0,10.0,moderate
82.7,98.4,36.7,15.6,122.4,4.0,4.2,2.2,low
88.4,99.9,35.9,15.3,131.9,3.2,5.1,3.5,moderate
106.6,96.1,36.8,25.5,183.1,2.4,9.9,2.3,critical
100.3,96.7,37.0,23.9,141.6,7.1,8.6,8.7,high
77.9,95.9,35.9,14.4,113.7,9.5,2.5,5.4,low
85.3,95.4,36.2,10.7,125.7,10.3,0.0,3.1,low
88.9,98.0,36.2,18.6,107.3,6.2,3.8,8.8,low
71.1,97.2,36.2,18.2,135.6,5.2,1.6,7.8,low
102.4,97.4,37.8,21.9,148.5,2.8,9.6,2.5,high
66.4,94.6,36.7,13.4,126.6,4.9,3.8,3.9,low
90.8,99.1,36.7,14.4,117.6,5.1,5.0,8.0,low
67.6,96.2,36.5,14.8,105.8,6.1,0.4,2.7,low
93.2,95.6,37.2,12.8,115.4,11.5,1.4,7.6,low
107.6,98.4,37.3,23.3,138.7,11.4,9.2,8.9,high
84.8,94.8,36.5,20.9,124.8,5.1,6.4,3.6,low
73.5,100.0,37.0,19.6,116.9,4.4,3.0,6.4,low
82.7,98.1,36.0,21.9,125.6,4.0,4.7,8.0,low
71.0,96.1,36.2,16.3,119.8,4.4,3.9,0.8,low
105.0,94.3,37.1,21.8,145.6,3.2,3.1,9.3,moderate
119.6,93.7,35.9,18.6,138.5,4.0,1.7,9.2,moderate
84.5,93.7,37.2,15.9,132.6,11.5,7.4,6.0,low
105.9,92.6,37.0,21.0,157.9,5.4,9.6,4.4,critical
102.1,96.6,37.5,17.5,140.6,9.6,8.1,3.4,moderate
107.6,95.2,36.8,27.0,127.0,9.4,8.1,8.5,high
76.1,98.0,37.0,23.4,127.1,6.5,7.5,3.6,moderate
65.7,96.8,36.9,18.8,119.3,9.5,4.8,2.2,low
75.0,96.7,37.2,14.5,134.6,7.3,7.1,2.5,low
103.0,98.8,37.2,19.2,144.2,3.5,7.3,6.0,high
92.5,95.9,35.9,22.0,142.9,5.4,6.5,0.7,moderate
92.6,98.1,37.2,18.9,126.8,5.4,8.7,0.9,moderate
77.7,98.0,37.1,13.1,142.7,3.7,7.1,5.4,moderate
108.0,97.0,37.4,19.1,151.5,6.4,9.5,7.2,high
65.1,97.7,37.4,11.8,122.9,5.0,5.3,5.6,low
76.2,99.7,37.4,25.5,106.5,7.9,1.9,6.7,low
70.7,98.0,36.6,13.7,112.0,5.3,5.2,2.0,low
97.9,92.9,36.7,10.5,120.6,4.8,5.6,3.5,moderate
73.9,100.0,37.8,17.1,118.8,11.2,0.1,5.5,low
59.0,96.0,36.9,16.1,103.1,6.3,0.7,1.1,low
86.8,96.6,36.3,11.3,119.3,9.7,0.6,5.8,low
73.0,95.6,36.5,14.4,121.1,7.8,5.7,3.3,low
122.7,97.7,36.5,29.0,139.2,9.7,9.7,9.7,high
109.4,98.0,36.7,18.5,127.2,6.8,7.6,2.8,moderate
72.8,94.5,36.8,20.5,115.3,11.1,6.1,5.5,low
107.0,95.5,37.2,23.4,161.5,2.2,9.6,3.8,critical
70.0,99.9,36.8,18.5,123.0,7.8,1.3,5.8,low
88.2,97.4,36.7,13.3,139.4,3.3,3.1,2.0,low
96.9,94.4,36.8,18.4,125.9,3.8,7.6,4.7,moderate
74.0,98.3,36.3,21.0,97.1,11.8,2.1,1.3,low
84.2,97.1,36.6,14.8,128.7,2.2,0.3,4.5,low
101.4,93.6,37.3,20.4,122.7,10.3,1.3,9.4,low
96.8,98.3,36.7,17.4,120.3,5.3,7.0,7.7,moderate
72.7,96.8,36.9,16.9,144.8,11.8,6.4,7.2,low
88.1,93.6,36.3,25.2,107.0,10.7,1.8,9.5,low
96.2,96.5,35.7,14.6,107.5,9.4,2.3,0.6,low
91.8,99.0,37.4,14.0,121.6,6.0,0.6,5.8,low
67.2,96.8,36.6,19.2,147.3,2.1,6.9,6.6,moderate
110.3,97.7,36.9,23.8,116.3,7.0,9.1,7.2,high
79.7,96.9,37.4,18.2,122.9,11.7,7.0,0.8,low
96.1,99.5,36.0,20.1,156.4,6.2,8.8,2.0,moderate
74.0,99.0,36.2,11.4,118.1,5.0,1.9,1.3,low
84.9,95.7,36.6,24.4,113.7,3.7,3.3,9.4,moderate
88.3,96.0,36.8,23.6,116.0,3.8,0.4,0.2,moderate
80.1,98.5,35.7,25.6,130.7,6.3,0.3,7.8,low
72.4,91.0,36.9,16.7,106.9,10.9,3.4,6.2,moderate
67.6,97.3,36.5,12.6,100.2,4.8,2.8,4.0,low
75.7,98.6,35.7,16.1,126.7,5.2,0.9,3.0,low
94.5,98.8,37.6,24.3,117.3,2.1,2.6,4.5,moderate
89.3,94.3,37.2,25.1,146.2,11.8,8.5,5.0,moderate
112.4,95.8,36.9,17.5,139.2,7.2,9.9,6.1,moderate
63.4,92.8,37.0,16.1,128.4,9.8,4.8,7.9,moderate
48.4,98.2,36.6,17.8,136.0,4.2,5.0,2.6,moderate
87.9,96.8,36.4,21.2,129.6,7.8,7.2,3.7,low
113.2,93.2,36.1,24.3,173.7,4.4,9.7,9.6,critical
90.3,96.7,36.6,14.4,122.3,4.7,7.4,0.5,moderate
61.8,92.8,36.7,16.1,129.3,6.9,3.2,1.9,moderate
69.3,96.1,36.8,21.6,133.7,9.2,6.1,0.9,low
93.4,99.4,36.7,18.8,137.3,4.1,8.4,0.3,moderate
66.0,95.0,36.2,15.2,106.3,8.2,5.4,1.3,low
77.9,96.9,36.0,13.3,138.4,9.0,2.2,3.7,low
92.6,94.7,37.5,19.9,136.7,10.6,8.4,3.6,low
94.2,98.5,37.1,15.7,126.0,2.1,4.1,3.3,low
89.8,96.9,36.2,25.9,134.0,9.3,6.9,9.9,low
89.9,93.5,37.3,13.8,142.9,3.6,7.5,5.7,moderate
85.5,96.9,35.8,13.4,114.4,8.3,5.2,0.5,low
64.0,96.8,36.3,17.0,127.8,7.0,3.2,2.6,low
80.8,97.6,37.2,14.2,145.2,9.7,1.1,6.4,low
73.8,95.4,36.8,10.6,124.8,7.3,0.3,6.4,low
67.3,92.3,37.6,16.9,110.7,10.0,1.6,1.0,moderate
87.3,95.8,37.2,18.8,153.2,10.7,8.3,6.3,moderate
81.6,98.5,35.9,14.0,108.4,9.1,1.1,7.4,low
82.6,98.0,37.3,20.0,124.2,11.3,0.2,7.0,low
86.9,96.8,36.8,21.7,155.2,11.8,9.1,4.4,moderate
82.8,96.9,35.9,19.1,111.0,6.6,0.6,4.3,low
75.4,99.7,36.1,19.8,131.4,11.7,3.6,4.8,low
72.7,97.2,37.1,17.0,119.8,4.7,3.2,1.3,low
84.7,95.9,36.9,19.5,116.7,6.6,0.8,6.7,low
72.9,99.4,36.9,9.9,122.4,10.8,2.4,5.5,low
71.8,99.3,36.7,19.8,123.5,7.8,1.9,1.9,low
82.5,99.8,37.4,17.6,107.3,5.3,3.5,6.0,low
81.3,98.7,36.8,16.3,124.6,5.5,1.3,1.3,low
106.2,98.9,37.0,21.8,132.3,3.8,1.1,8.1,moderate
86.9,94.6,36.9,14.9,135.6,4.9,6.4,3.1,moderate
89.5,95.2,36.6,25.5,107.7,4.4,4.9,9.1,low
95.2,95.4,37.3,12.0,122.4,3.6,6.8,5.9,moderate
83.7,93.1,36.8,15.4,126.0,11.8,2.9,2.9,low
102.3,97.3,36.7,19.1,149.9,3.0,6.6,9.1,high
91.9,96.3,36.0,18.2,140.6,3.9,3.0,0.9,low
71.2,94.2,37.2,17.6,124.0,7.4,6.8,6.8,low
100.0,98.7,36.1,21.7,122.0,10.9,5.7,8.3,low
96.9,94.9,38.0,14.6,137.4,9.8,9.1,3.8,low
117.4,95.6,36.6,27.7,144.6,9.6,9.4,9.4,high
81.0,98.6,36.3,17.5,124.4,11.1,6.3,7.2,low
91.8,94.0,37.4,13.6,117.1,8.3,1.5,8.2,low
104.3,98.7,36.5,25.3,150.1,10.2,10.0,2.1,high
119.9,94.0,36.9,25.4,149.8,3.4,9.8,9.6,critical
115.5,93.2,37.5,21.0,138.4,2.9,3.4,9.8,moderate
89.2,97.3,37.2,17.1,150.5,2.7,0.6,1.2,moderate
70.4,95.8,36.7,17.6,93.9,9.3,1.7,3.6,low
98.0,95.8,37.1,19.0,140.8,12.0,4.7,8.2,low
60.2,96.3,36.8,18.1,109.9,8.3,4.2,1.4,low
72.6,99.1,36.3,17.3,106.3,5.2,5.1,1.6,low
97.7,96.1,37.5,13.3,129.3,7.2,0.1,4.2,low
85.8,94.4,36.5,20.5,132.5,10.1,5.9,2.1,low
71.0,98.0,36.0,9.9,86.0,8.7,4.5,4.9,low
121.4,95.7,36.9,30.1,143.1,7.7,9.2,8.0,high
83.6,97.1,37.3,22.5,172.9,4.5,9.1,3.4,high
71.0,100.0,36.3,18.9,122.9,3.3,3.8,1.0,low
73.9,95.3,36.8,20.1,113.0,11.3,7.1,4.2,low
91.4,98.5,37.5,23.8,168.0,3.1,9.7,1.7,high
90.6,99.9,36.3,12.9,128.0,10.9,0.8,3.3,low
64.1,94.5,36.5,17.1,127.6,4.4,2.8,4.1,low
69.9,95.0,35.9,18.0,126.9,8.2,0.4,6.2,low
96.4,100.0,37.3,22.1,153.6,6.0,9.5,4.1,moderate
89.6,100.0,37.2,23.2,121.3,10.5,2.9,9.5,low
70.8,100.0,36.5,19.2,139.8,8.7,8.2,0.1,low
95.0,94.9,36.8,16.9,131.5,9.7,4.9,1.5,low
104.3,95.7,37.4,19.5,116.3,3.6,9.6,5.2,high
76.3,95.3,36.6,19.3,116.9,9.5,1.3,5.5,low
80.8,96.3,36.8,14.0,123.0,10.6,1.0,0.9,low
81.3,94.5,37.2,20.9,141.9,5.6,7.9,2.3,moderate
96.5,94.9,37.2,18.0,144.1,3.3,8.7,5.9,moderate
112.3,97.1,36.9,16.9,148.3,7.1,8.1,9.4,high
87.1,96.9,36.4,19.5,118.8,10.5,4.9,4.7,low
61.6,92.3,36.5,17.1,115.2,7.7,2.4,7.9,moderate
56.1,96.2,36.6,15.6,145.8,11.5,3.1,1.7,low
114.6,92.9,36.2,20.5,100.8,5.6,4.5,9.7,high
75.2,96.3,36.3,19.7,103.3,9.6,2.1,7.1,low
90.2,96.9,36.5,23.0,109.5,9.4,0.5,8.5,low
95.0,94.3,37.3,19.5,123.9,5.2,9.1,1.3,moderate
109.4,97.3,36.2,25.1,137.0,9.0,6.6,9.9,moderate
66.7,94.1,36.7,20.8,117.6,7.1,3.0,1.5,low
81.2,92.1,36.5,17.7,134.0,11.3,6.4,8.0,moderate
76.1,98.2,36.3,16.2,111.9,7.1,4.9,6.3,low
79.2,95.6,35.9,15.8,99.8,10.4,1.5,3.0,low
94.0,97.3,37.1,24.6,180.3,6.1,9.9,0.6,moderate
90.3,94.3,36.8,14.6,136.8,3.7,2.0,3.2,low
92.0,98.2,36.7,18.0,121.0,3.4,1.5,7.0,low
68.7,95.5,37.4,16.7,127.6,10.4,2.1,0.7,low
93.5,93.6,37.0,19.6,152.2,2.9,9.5,2.6,high
87.2,95.7,36.4,17.7,131.9,5.5,7.7,8.0,moderate
77.2,96.5,36.4,19.0,148.4,10.0,7.1,1.9,low
59.1,99.1,36.5,20.6,138.8,11.1,5.5,1.7,low
113.3,94.1,37.4,26.8,130.0,10.7,8.9,9.2,high
89.7,94.4,36.7,21.5,106.9,10.0,7.2,0.9,low
90.4,95.8,36.7,20.9,134.5,8.2,6.6,8.4,low
81.1,98.2,36.5,17.3,119.4,3.0,3.0,6.4,low
92.9,96.2,37.0,16.2,147.5,7.9,6.5,2.6,low
78.7,96.6,37.1,15.8,126.0,9.1,2.1,5.7,low
107.9,95.0,36.4,24.3,129.0,3.4,3.9,9.5,moderate
85.0,100.0,36.8,15.8,111.9,5.1,7.8,4.4,moderate
69.9,99.3,37.6,16.9,108.9,5.8,3.7,5.3,low
76.6,96.6,36.9,18.8,162.1,11.3,7.2,5.8,moderate
66.2,92.2,36.8,21.3,100.4,7.5,3.6,0.8,moderate
75.6,93.4,36.4,18.2,104.7,9.4,1.7,1.9,low
89.5,96.3,37.0,20.1,132.8,8.5,8.2,4.2,low
117.7,91.4,38.0,26.0,150.0,7.7,9.2,9.7,critical
57.3,93.6,35.7,20.3,129.6,2.6,4.7,2.4,low
70.6,98.5,37.0,19.8,158.6,10.3,6.6,3.4,moderate
92.3,100.0,36.2,20.2,120.8,2.3,2.5,4.6,low
88.8,92.9,36.8,21.9,132.8,6.1,7.5,6.9,moderate
90.9,98.5,37.0,13.9,154.2,8.8,8.8,2.0,moderate
71.1,98.5,36.5,16.1,139.3,6.0,2.0,4.2,low
70.6,93.7,36.2,18.7,139.1,11.9,4.7,0.6,low
100.6,97.7,37.7,16.8,144.5,11.4,8.8,5.2,moderate
82.6,96.2,36.9,17.3,119.9,3.3,5.3,2.7,moderate
115.5,91.9,36.6,21.2,160.9,7.5,8.4,10.0,critical
85.9,97.3,37.0,15.5,131.0,2.4,3.5,2.7,low
102.2,98.7,37.3,23.6,156.2,2.7,9.3,7.7,critical
97.0,95.0,37.1,17.3,173.5,9.1,9.2,5.2,moderate
80.4,96.7,36.9,22.5,124.5,2.1,1.9,4.9,moderate
71.7,95.1,36.3,17.8,119.4,8.0,3.0,4.1,low
84.0,96.8,36.6,20.9,141.7,2.1,0.8,8.1,low
108.6,99.1,37.2,21.6,141.5,2.5,7.8,8.5,high
86.7,99.1,36.7,22.1,142.6,4.1,7.9,1.9,moderate
83.0,94.6,36.5,19.0,105.3,11.3,0.1,0.8,low
102.6,95.3,37.1,21.1,183.1,10.0,9.7,2.7,high
105.2,98.3,36.2,21.0,114.3,3.4,4.4,3.3,moderate
69.5,98.1,37.5,12.1,97.8,7.8,1.5,3.6,low
79.6,97.5,36.2,11.8,131.9,7.6,0.1,0.8,low
88.8,95.2,37.7,16.5,133.9,11.4,7.4,0.9,low
83.9,94.0,37.1,21.3,134.8,3.9,7.9,4.5,moderate
94.0,100.0,37.4,23.9,141.1,4.5,9.2,5.8,moderate
82.2,97.1,37.0,14.8,110.7,7.2,1.2,1.3,low
93.3,95.8,36.0,23.2,130.7,2.4,1.0,7.3,moderate
93.8,97.3,36.8,15.5,133.8,3.1,4.1,4.9,low
93.3,97.6,37.6,11.8,134.4,9.0,4.1,1.4,low
95.2,96.4,36.7,21.2,121.6,11.1,5.9,0.9,low
115.7,97.7,37.2,21.0,137.5,6.1,9.0,9.0,high
68.7,96.2,36.9,11.1,98.7,4.4,4.2,2.5,low
91.7,99.1,36.6,24.3,137.0,9.5,8.9,7.6,moderate
80.2,98.9,36.8,11.4,147.5,4.5,0.6,1.3,low
99.0,94.1,36.3,17.7,145.5,4.3,8.6,3.1,moderate
77.8,99.7,37.0,19.7,133.5,9.9,2.2,6.8,low
77.1,93.8,36.2,21.6,122.5,4.9,5.7,7.5,low
84.9,95.0,36.8,17.2,112.8,11.3,5.5,6.6,low
73.3,96.5,37.2,13.6,122.3,6.4,2.3,2.9,low
94.1,98.4,36.1,19.9,127.9,5.4,0.9,9.6,low
103.9,98.0,36.7,22.8,131.7,2.0,2.4,9.4,moderate
82.3,94.1,35.7,23.5,134.7,8.8,0.7,9.9,low
98.1,95.5,36.9,19.5,140.3,7.7,10.0,2.9,low
121.6,95.0,36.6,24.6,148.4,9.9,9.1,9.8,high
88.2,96.3,37.4,15.9,99.0,3.6,4.3,2.9,low
81.4,97.6,37.2,17.2,110.1,7.0,3.2,7.3,low
59.0,96.9,36.7,16.2,108.9,5.2,4.7,2.9,low
58.0,94.4,36.9,19.6,107.7,2.6,1.1,2.2,low
80.6,94.8,36.8,20.0,145.3,5.2,7.7,0.5,moderate
92.8,96.7,37.0,18.5,129.5,6.8,5.2,9.8,low
97.9,98.6,35.9,17.5,103.0,2.9,5.1,9.2,moderate
85.9,94.0,36.8,15.2,112.5,8.0,0.7,2.3,low
99.9,93.2,37.2,17.0,142.7,11.1,9.6,0.8,low
100.0,95.6,37.5,19.4,131.5,7.8,9.6,5.0,low
88.9,95.6,37.2,18.1,116.8,3.9,7.7,2.7,moderate
86.8,96.2,35.5,22.7,143.9,11.4,9.3,2.1,moderate
66.3,95.5,36.0,17.0,131.0,11.0,8.1,0.0,low
94.2,97.7,35.4,17.2,130.7,2.4,6.4,2.6,high
86.1,93.2,37.5,21.8,108.2,3.7,3.8,9.1,low
88.4,99.0,35.9,19.3,118.1,8.2,0.4,4.0,low
93.9,99.2,36.7,15.4,153.5,3.3,9.5,4.8,high
94.2,95.8,36.7,20.8,147.0,10.1,8.7,6.7,low
93.1,96.6,36.8,18.5,159.5,2.2,7.5,4.7,high
84.5,98.2,37.0,17.5,114.2,7.4,6.8,7.0,low
107.0,96.2,38.0,21.6,132.2,3.3,8.4,3.6,high
98.0,96.2,36.9,19.1,138.4,2.6,4.1,5.5,low
92.7,94.9,35.7,18.7,138.9,10.3,8.4,3.0,low
76.5,98.3,36.5,17.1,130.1,11.3,5.8,6.7,low
70.8,95.5,36.3,18.3,112.6,9.7,3.5,3.8,low
71.8,98.1,36.5,14.2,124.8,4.8,1.9,5.0,low
121.6,96.2,38.3,19.3,143.3,10.2,9.6,7.9,high
61.6,100.0,36.3,18.2,140.4,8.7,2.8,5.9,low
66.1,95.1,37.1,18.3,144.7,8.6,7.8,3.9,low
85.5,96.9,37.0,16.1,97.9,9.3,0.2,2.1,low
64.3,97.1,37.2,23.2,153.7,3.2,8.0,2.5,high
72.9,97.0,36.5,14.5,156.5,3.3,6.0,0.3,high
71.1,100.0,37.1,22.1,133.9,2.7,5.0,1.8,moderate
110.1,96.5,36.1,21.5,138.6,5.4,7.7,4.3,high
85.2,97.8,36.5,17.2,132.4,3.3,3.6,5.9,low
81.0,96.3,37.4,14.3,119.5,4.6,0.7,0.3,low
103.5,97.3,37.5,24.0,126.5,3.9,5.2,9.1,high
65.6,94.6,36.6,16.5,143.9,6.1,4.8,0.7,low
77.7,97.5,37.1,15.0,129.9,3.6,4.9,7.4,low
83.0,96.4,37.1,20.0,116.4,11.5,1.3,7.7,low
73.9,98.6,36.6,10.2,152.5,8.2,7.7,1.0,moderate
99.2,94.4,37.2,20.4,104.7,5.1,5.8,7.3,low
88.7,98.8,36.3,19.9,111.3,4.4,4.8,8.9,low
72.7,97.0,37.6,17.4,127.5,11.9,7.7,2.1,low
86.9,100.0,36.7,15.0,159.4,11.2,5.9,3.8,moderate
73.2,96.7,36.5,19.8,120.7,7.0,1.8,8.1,low
91.1,95.9,36.3,25.0,147.6,3.1,9.3,1.8,high
63.2,97.1,37.2,22.0,123.4,6.6,1.7,2.7,low
98.7,96.2,36.7,20.1,154.1,11.1,9.5,2.4,moderate
63.5,98.1,37.8,15.8,136.1,2.1,4.4,0.5,low
115.9,96.1,36.4,25.9,143.9,6.3,8.2,9.1,high
104.8,97.0,36.8,24.8,136.7,3.6,8.1,8.5,critical
94.4,95.5,36.5,18.1,128.9,2.4,7.2,4.4,moderate
76.0,97.7,36.6,14.9,115.5,6.8,3.5,3.2,low
101.2,95.7,36.9,20.6,131.8,2.9,7.6,6.1,high
79.1,96.9,36.8,18.8,109.0,4.1,5.0,5.4,low
74.7,99.8,35.9,15.4,107.5,11.8,1.6,4.9,low
104.8,95.6,36.0,20.8,137.2,4.7,8.9,0.4,high
73.1,98.3,36.6,16.6,100.5,11.9,0.4,6.5,low
79.4,95.8,36.4,19.8,115.2,6.8,7.0,0.7,low
100.8,94.5,36.7,21.8,171.7,10.6,9.4,5.2,high
103.2,92.2,36.4,10.9,142.2,11.4,4.0,6.9,moderate
72.4,100.0,36.5,17.5,112.2,11.4,3.3,0.4,low
101.1,98.4,38.0,13.9,145.9,11.8,9.5,2.0,high
86.9,99.2,37.3,16.7,109.9,5.7,4.9,5.8,low
96.0,93.6,36.5,14.4,149.2,3.2,0.8,5.3,low
103.1,94.4,35.8,21.2,120.4,5.3,0.9,9.8,moderate
80.0,98.3,37.0,21.7,101.6,10.1,5.4,2.8,low
95.6,96.4,36.2,19.0,108.0,4.2,6.7,9.7,moderate
73.9,97.8,36.5,21.4,130.5,4.5,8.3,4.9,moderate
90.7,96.4,36.3,19.7,134.7,6.2,4.7,3.7,low
73.8,97.4,36.2,13.3,124.6,4.9,4.6,1.9,low
72.8,99.5,36.1,12.3,133.6,2.8,1.3,6.4,low
58.5,96.1,37.1,16.8,103.3,8.5,1.2,5.4,low
71.5,96.5,37.0,12.0,103.5,4.6,4.8,3.7,low
92.8,95.9,35.5,18.4,154.1,10.4,6.5,6.1,moderate
101.8,95.2,36.8,20.6,119.0,2.1,8.7,4.5,high
84.9,97.9,36.7,18.1,110.9,6.0,6.8,4.2,low
82.7,98.3,36.4,23.4,143.6,7.7,8.6,0.8,moderate
